experiment_id,step,timestamp,energy_total_power_supply_kW,energy_total_power_need_kW,energy_power_shortage_kW,energy_total_charge_level_kWh,energy_total_state_of_charge,energy_total_charge_capacity_kWh,science_total_science_cumulative,science_science_generated,science_operational_rovers,science_total_rovers,science_total_power_demand,science_metric_contributions,science_science_growth_rate,science_S_0,science_rovers_in_pipeline,science_p_eff,manufacturing_power_demand,manufacturing_power_consumed,manufacturing_active_operations,manufacturing_operational_robots,manufacturing_sector_state,manufacturing_stock_H2O_kg,manufacturing_stock_FeTiO3_kg,manufacturing_stock_He3_kg,manufacturing_metric_contributions,equipment_manufacturing_sector_state,equipment_manufacturing_equipment_Solar_Array_EQ,equipment_manufacturing_equipment_ISRU_Generator_EQ,equipment_manufacturing_equipment_ISRU_Extractor_EQ,equipment_manufacturing_equipment_Assembly_Robot_EQ,equipment_manufacturing_equipment_Printing_Robot_EQ,equipment_manufacturing_equipment_Science_Rover_EQ,transportation_rockets,transportation_fuel_generators,transportation_queued_requests,transportation_rocket_fuel_kg,transportation_launches_this_step,transportation_metric_contributions,construction_printing_robots,construction_assembly_robots,construction_queued_requests,construction_shells_in_stock,construction_regolith_used_kg,construction_power_demand_kw_step,construction_modules_completed_this_step,construction_shells_produced_this_step,construction_equipment_Science_Rover_EQ,construction_equipment_Energy_Generator_EQ,construction_equipment_Habitation_Module_EQ,construction_equipment_ISRU_Robot_EQ,construction_equipment_Rocket_EQ,construction_equipment_Printing_Robot_EQ,construction_equipment_Assembly_Robot_EQ,environment_step,metric_IND-DUST-COV,performance_scores
exp_001,1,2025-12-07 21:57:29.932549+00:00,32.0,32.0,0,449.59999999999997,0.8991999999999999,500,1.5,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,0,0.5,60.0,20.0,2,2,ACTIVE,18.0,90.0,0.0,{'IND-DUST-COV': 0.01},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0.015000000000000001,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.015000000000000001, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,2,2025-12-07 22:57:29.932549+00:00,257.0,257.0,0,500.0,1.0,500,3.0,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.001026234996476465,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,2,0.025,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.025, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,3,2025-12-07 23:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,4.5,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.001983270419670124,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,3,0.034999999999999996,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.034999999999999996, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,4,2025-12-08 00:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,6.0,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.004195733730795789,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,4,0.04499999999999999,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.04499999999999999, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,5,2025-12-08 01:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,7.5,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.0057255086080635715,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,5,0.054999999999999986,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.054999999999999986, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,6,2025-12-08 02:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,9.0,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.007301791954959143,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,6,0.06499999999999999,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.06499999999999999, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,7,2025-12-08 03:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,10.5,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.009189395644444178,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,7,0.075,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.075, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,8,2025-12-08 04:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,12.0,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.011100704074008339,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,8,0.085,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.085, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,9,2025-12-08 05:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,13.5,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.012486588750785396,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,9,0.09500000000000001,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.09500000000000001, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
exp_001,10,2025-12-08 06:57:29.932549+00:00,237.0,237.0,0,500.0,1.0,500,15.0,1.5,3,3,0.0,{'IND-DUST-COV': 0.015},0.0,1.5,2,0.5,40.0,40.0,1,1,ACTIVE,18.0,90.0,0.013877132736895125,{'IND-DUST-COV': 0.005},ACTIVE,0,0,0,0,0,0,3,3,1,0.0,0,{},3,3,0,0,0.0,195.0,0,0,0,0,0,0,0,0,0,10,0.10500000000000002,"{'IND-DUST-COV': {'name': 'Dust Coverage Index', 'unit': 'index_0_1', 'type': 'negative', 'current': 0.10500000000000002, 'status': 'within', 'score': 1.0, 'goal': {'goal_id': 'WS-PG-003', 'name': 'Preserve Lunar Environment', 'target': 0.75, 'direction': 'minimize', 'weight': 0.05}}}"
